evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_ratio ps_squared loglikelihood mhl_norm mhl_sum x0 x1 x2 x3 x4
1 433.0843645196 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 3.528105 0.800314 1.957476 4.481786 3.735116
2 89.8417163276 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.954556 1.900177 -0.302714 -0.206438 0.821197
3 105.4145091116 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.288087 2.908547 1.522075 0.243350 0.887726
4 160.3329355412 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.667349 2.988158 -0.410317 0.626135 -1.708191
5 37.0415777751 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -5.000000 1.307237 1.728872 -1.484330 4.539509
6 181.6767403084 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -2.908731 0.091517 -0.374368 3.065558 2.938718
7 46.2915227738 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.309895 0.756325 -1.775571 -3.961593 -0.695824
8 28.1378411898 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.312698 2.460581 2.404760 -0.774654 -0.604606
9 67.9796105904 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -5.000000 0.541125 0.773061 0.984055 4.392725
10 78.5776560763 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -0.993012 5.000000 1.980617 0.275661 -0.927591
11 14.0493537267 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -0.283055 2.009044 3.912876 -0.124600 0.411033
12 13.8362604057 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -1.265098 2.891380 2.182347 -2.185175 -0.004394
13 17.9069983176 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -1.025889 2.316220 3.903339 0.965454 -0.943855
14 112.2603943097 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -1.791613 4.370725 0.918288 0.772206 -0.404697
15 32.8513217538 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 0.478457 3.279479 1.211069 -2.180333 -1.669091
16 46.2514925862 0.0000000000 1.0000000000 1.9662355095 1.0000000000 2.1723329996 0.9674403904 1.9930162180 0.1954528514 2.1547907937 0.2113179015 0.9363373148 3.9721136451 -88.3016169330 7.4691484288 19.2168644339 -2.123602 2.202261 1.898404 0.711311 0.847691
17 8.1319862469 0.0000000000 1.0000000000 1.9269005161 2.0000000000 2.0873305756 0.9270348533 1.9676943184 0.3751881764 1.9792196081 0.3743983058 0.9244408540 3.8718209307 -75.2505781087 5.8772175432 14.4626813175 1.794295 -0.307460 1.912870 -1.212325 -2.853330
18 110.1719061620 0.0000000000 1.0000000000 1.9269005161 2.0000000000 2.0873305756 0.9270348533 1.9676943184 0.3751881764 1.9792196081 0.3743983058 0.9244408540 3.8718209307 -75.2505781087 5.8772175432 14.4626813175 2.651934 1.723868 2.746383 1.721430 0.324639
