fid,iid,rep,budget,precision
1,1,19,600,0.0
1,1,19,650,0.0
1,1,19,700,0.0
1,1,19,750,0.0
1,1,19,800,0.0
1,1,19,850,0.0
1,1,19,900,0.0
1,1,19,950,0.0
1,1,19,1000,0.0
1,2,0,8,0.0
1,2,0,16,0.0
1,2,0,24,0.0
1,2,0,32,0.0
1,2,0,40,0.0
1,2,0,48,0.0
1,2,0,56,0.0
1,2,0,64,0.0
1,2,0,72,0.0
1,2,0,80,0.0
1,2,0,88,0.0
1,2,0,96,0.0
1,2,0,100,0.0
1,2,0,150,0.0
1,2,0,200,0.0
1,2,0,250,0.0
1,2,0,300,0.0
1,2,0,350,0.0
1,2,0,400,0.0
1,2,0,450,0.0
1,2,0,500,0.0
1,2,0,550,0.0
1,2,0,600,0.0
1,2,0,650,0.0
1,2,0,700,0.0
1,2,0,750,0.0
1,2,0,800,0.0
1,2,0,850,0.0
1,2,0,900,0.0
1,2,0,950,0.0
1,2,0,1000,0.0
1,2,1,8,0.0
1,2,1,16,0.0
1,2,1,24,0.0
1,2,1,32,0.0
1,2,1,40,0.0
1,2,1,48,0.0
1,2,1,56,0.0
1,2,1,64,0.0
1,2,1,72,0.0
1,2,1,80,0.0
1,2,1,88,0.0
1,2,1,96,0.0
1,2,1,100,0.0
1,2,1,150,0.0
1,2,1,200,0.0
1,2,1,250,0.0
1,2,1,300,0.0
1,2,1,350,0.0
1,2,1,400,0.0
1,2,1,450,0.0
1,2,1,500,0.0
1,2,1,550,0.0
1,2,1,600,0.0
1,2,1,650,0.0
1,2,1,700,0.0
1,2,1,750,0.0
1,2,1,800,0.0
1,2,1,850,0.0
1,2,1,900,0.0
1,2,1,950,0.0
1,2,1,1000,0.0
1,2,2,8,0.0
1,2,2,16,0.0
1,2,2,24,0.0
1,2,2,32,0.0
1,2,2,40,0.0
1,2,2,48,0.0
1,2,2,56,0.0
1,2,2,64,0.0
1,2,2,72,0.0
1,2,2,80,0.0
1,2,2,88,0.0
1,2,2,96,0.0
1,2,2,100,0.0
1,2,2,150,0.0
1,2,2,200,0.0
1,2,2,250,0.0
1,2,2,300,0.0
1,2,2,350,0.0
1,2,2,400,0.0
1,2,2,450,0.0
1,2,2,500,0.0
1,2,2,550,0.0
1,2,2,600,0.0
1,2,2,650,0.0
1,2,2,700,0.0
1,2,2,750,0.0
1,2,2,800,0.0
1,2,2,850,0.0
1,2,2,900,0.0
1,2,2,950,0.0
1,2,2,1000,0.0
1,2,3,8,0.0
1,2,3,16,0.0
1,2,3,24,0.0
1,2,3,32,0.0
1,2,3,40,0.0
1,2,3,48,0.0
1,2,3,56,0.0
1,2,3,64,0.0
1,2,3,72,0.0
1,2,3,80,0.0
1,2,3,88,0.0
1,2,3,96,0.0
1,2,3,100,0.0
1,2,3,150,0.0
1,2,3,200,0.0
1,2,3,250,0.0
1,2,3,300,0.0
1,2,3,350,0.0
1,2,3,400,0.0
1,2,3,450,0.0
1,2,3,500,0.0
1,2,3,550,0.0
1,2,3,600,0.0
1,2,3,650,0.0
1,2,3,700,0.0
1,2,3,750,0.0
1,2,3,800,0.0
1,2,3,850,0.0
1,2,3,900,0.0
1,2,3,950,0.0
1,2,3,1000,0.0
1,2,4,8,0.0
1,2,4,16,0.0
1,2,4,24,0.0
1,2,4,32,0.0
1,2,4,40,0.0
1,2,4,48,0.0
1,2,4,56,0.0
1,2,4,64,0.0
1,2,4,72,0.0
1,2,4,80,0.0
1,2,4,88,0.0
1,2,4,96,0.0
1,2,4,100,0.0
1,2,4,150,0.0
1,2,4,200,0.0
1,2,4,250,0.0
1,2,4,300,0.0
1,2,4,350,0.0
1,2,4,400,0.0
1,2,4,450,0.0
1,2,4,500,0.0
1,2,4,550,0.0
1,2,4,600,0.0
1,2,4,650,0.0
1,2,4,700,0.0
1,2,4,750,0.0
1,2,4,800,0.0
1,2,4,850,0.0
1,2,4,900,0.0
1,2,4,950,0.0
1,2,4,1000,0.0
1,2,5,8,0.0
1,2,5,16,0.0
1,2,5,24,0.0
1,2,5,32,0.0
1,2,5,40,0.0
1,2,5,48,0.0
1,2,5,56,0.0
1,2,5,64,0.0
1,2,5,72,0.0
1,2,5,80,0.0
1,2,5,88,0.0
1,2,5,96,0.0
1,2,5,100,0.0
1,2,5,150,0.0
1,2,5,200,0.0
1,2,5,250,0.0
1,2,5,300,0.0
1,2,5,350,0.0
1,2,5,400,0.0
1,2,5,450,0.0
1,2,5,500,0.0
1,2,5,550,0.0
1,2,5,600,0.0
1,2,5,650,0.0
1,2,5,700,0.0
1,2,5,750,0.0
1,2,5,800,0.0
1,2,5,850,0.0
1,2,5,900,0.0
1,2,5,950,0.0
1,2,5,1000,0.0
1,2,6,8,0.0
1,2,6,16,0.0
1,2,6,24,0.0
1,2,6,32,0.0
1,2,6,40,0.0
1,2,6,48,0.0
1,2,6,56,0.0
1,2,6,64,0.0
1,2,6,72,0.0
1,2,6,80,0.0
1,2,6,88,0.0
1,2,6,96,0.0
1,2,6,100,0.0
1,2,6,150,0.0
1,2,6,200,0.0
1,2,6,250,0.0
1,2,6,300,0.0
1,2,6,350,0.0
1,2,6,400,0.0
1,2,6,450,0.0
1,2,6,500,0.0
1,2,6,550,0.0
1,2,6,600,0.0
1,2,6,650,0.0
1,2,6,700,0.0
1,2,6,750,0.0
1,2,6,800,0.0
1,2,6,850,0.0
1,2,6,900,0.0
1,2,6,950,0.0
1,2,6,1000,0.0
1,2,7,8,0.0
1,2,7,16,0.0
1,2,7,24,0.0
1,2,7,32,0.0
1,2,7,40,0.0
1,2,7,48,0.0
1,2,7,56,0.0
1,2,7,64,0.0
1,2,7,72,0.0
1,2,7,80,0.0
1,2,7,88,0.0
1,2,7,96,0.0
1,2,7,100,0.0
1,2,7,150,0.0
1,2,7,200,0.0
1,2,7,250,0.0
1,2,7,300,0.0
1,2,7,350,0.0
1,2,7,400,0.0
1,2,7,450,0.0
1,2,7,500,0.0
1,2,7,550,0.0
1,2,7,600,0.0
1,2,7,650,0.0
1,2,7,700,0.0
1,2,7,750,0.0
1,2,7,800,0.0
1,2,7,850,0.0
1,2,7,900,0.0
1,2,7,950,0.0
1,2,7,1000,0.0
1,2,8,8,0.0
1,2,8,16,0.0
1,2,8,24,0.0
1,2,8,32,0.0
1,2,8,40,0.0
1,2,8,48,0.0
1,2,8,56,0.0
1,2,8,64,0.0
1,2,8,72,0.0
1,2,8,80,0.0
1,2,8,88,0.0
1,2,8,96,0.0
1,2,8,100,0.0
1,2,8,150,0.0
1,2,8,200,0.0
1,2,8,250,0.0
1,2,8,300,0.0
1,2,8,350,0.0
1,2,8,400,0.0
1,2,8,450,0.0
1,2,8,500,0.0
1,2,8,550,0.0
1,2,8,600,0.0
1,2,8,650,0.0
1,2,8,700,0.0
1,2,8,750,0.0
1,2,8,800,0.0
1,2,8,850,0.0
1,2,8,900,0.0
1,2,8,950,0.0
1,2,8,1000,0.0
1,2,9,8,0.0
1,2,9,16,0.0
1,2,9,24,0.0
1,2,9,32,0.0
1,2,9,40,0.0
1,2,9,48,0.0
1,2,9,56,0.0
1,2,9,64,0.0
1,2,9,72,0.0
1,2,9,80,0.0
1,2,9,88,0.0
1,2,9,96,0.0
1,2,9,100,0.0
1,2,9,150,0.0
1,2,9,200,0.0
1,2,9,250,0.0
1,2,9,300,0.0
1,2,9,350,0.0
1,2,9,400,0.0
1,2,9,450,0.0
1,2,9,500,0.0
1,2,9,550,0.0
1,2,9,600,0.0
1,2,9,650,0.0
1,2,9,700,0.0
1,2,9,750,0.0
1,2,9,800,0.0
1,2,9,850,0.0
1,2,9,900,0.0
1,2,9,950,0.0
1,2,9,1000,0.0
1,2,10,8,0.0
1,2,10,16,0.0
1,2,10,24,0.0
1,2,10,32,0.0
1,2,10,40,0.0
1,2,10,48,0.0
1,2,10,56,0.0
1,2,10,64,0.0
1,2,10,72,0.0
1,2,10,80,0.0
1,2,10,88,0.0
1,2,10,96,0.0
1,2,10,100,0.0
1,2,10,150,0.0
1,2,10,200,0.0
1,2,10,250,0.0
1,2,10,300,0.0
1,2,10,350,0.0
1,2,10,400,0.0
1,2,10,450,0.0
1,2,10,500,0.0
1,2,10,550,0.0
1,2,10,600,0.0
1,2,10,650,0.0
1,2,10,700,0.0
1,2,10,750,0.0
1,2,10,800,0.0
1,2,10,850,0.0
1,2,10,900,0.0
1,2,10,950,0.0
1,2,10,1000,0.0
1,2,11,8,0.0
1,2,11,16,0.0
1,2,11,24,0.0
1,2,11,32,0.0
1,2,11,40,0.0
1,2,11,48,0.0
1,2,11,56,0.0
1,2,11,64,0.0
1,2,11,72,0.0
1,2,11,80,0.0
1,2,11,88,0.0
1,2,11,96,0.0
1,2,11,100,0.0
1,2,11,150,0.0
1,2,11,200,0.0
1,2,11,250,0.0
1,2,11,300,0.0
1,2,11,350,0.0
1,2,11,400,0.0
1,2,11,450,0.0
1,2,11,500,0.0
1,2,11,550,0.0
1,2,11,600,0.0
1,2,11,650,0.0
1,2,11,700,0.0
1,2,11,750,0.0
1,2,11,800,0.0
1,2,11,850,0.0
1,2,11,900,0.0
1,2,11,950,0.0
1,2,11,1000,0.0
1,2,12,8,0.0
1,2,12,16,0.0
1,2,12,24,0.0
1,2,12,32,0.0
1,2,12,40,0.0
1,2,12,48,0.0
1,2,12,56,0.0
1,2,12,64,0.0
1,2,12,72,0.0
1,2,12,80,0.0
1,2,12,88,0.0
1,2,12,96,0.0
1,2,12,100,0.0
1,2,12,150,0.0
1,2,12,200,0.0
1,2,12,250,0.0
1,2,12,300,0.0
1,2,12,350,0.0
1,2,12,400,0.0
1,2,12,450,0.0
1,2,12,500,0.0
1,2,12,550,0.0
1,2,12,600,0.0
1,2,12,650,0.0
1,2,12,700,0.0
1,2,12,750,0.0
1,2,12,800,0.0
1,2,12,850,0.0
1,2,12,900,0.0
1,2,12,950,0.0
1,2,12,1000,0.0
1,2,13,8,0.0
1,2,13,16,0.0
1,2,13,24,0.0
1,2,13,32,0.0
1,2,13,40,0.0
1,2,13,48,0.0
1,2,13,56,0.0
1,2,13,64,0.0
1,2,13,72,0.0
1,2,13,80,0.0
1,2,13,88,0.0
1,2,13,96,0.0
1,2,13,100,0.0
1,2,13,150,0.0
1,2,13,200,0.0
1,2,13,250,0.0
1,2,13,300,0.0
1,2,13,350,0.0
1,2,13,400,0.0
1,2,13,450,0.0
1,2,13,500,0.0
1,2,13,550,0.0
1,2,13,600,0.0
1,2,13,650,0.0
1,2,13,700,0.0
1,2,13,750,0.0
1,2,13,800,0.0
1,2,13,850,0.0
1,2,13,900,0.0
1,2,13,950,0.0
1,2,13,1000,0.0
1,2,14,8,0.0
1,2,14,16,0.0
1,2,14,24,0.0
1,2,14,32,0.0
1,2,14,40,0.0
1,2,14,48,0.0
1,2,14,56,0.0
1,2,14,64,0.0
1,2,14,72,0.0
1,2,14,80,0.0
1,2,14,88,0.0
1,2,14,96,0.0
1,2,14,100,0.0
1,2,14,150,0.0
1,2,14,200,0.0
1,2,14,250,0.0
1,2,14,300,0.0
1,2,14,350,0.0
1,2,14,400,0.0
1,2,14,450,0.0
1,2,14,500,0.0
1,2,14,550,0.0
1,2,14,600,0.0
1,2,14,650,0.0
1,2,14,700,0.0
1,2,14,750,0.0
1,2,14,800,0.0
1,2,14,850,0.0
1,2,14,900,0.0
1,2,14,950,0.0
1,2,14,1000,0.0
1,2,15,8,0.0
1,2,15,16,0.0
1,2,15,24,0.0
1,2,15,32,0.0
1,2,15,40,0.0
1,2,15,48,0.0
1,2,15,56,0.0
1,2,15,64,0.0
1,2,15,72,0.0
1,2,15,80,0.0
1,2,15,88,0.0
1,2,15,96,0.0
1,2,15,100,0.0
1,2,15,150,0.0
1,2,15,200,0.0
1,2,15,250,0.0
1,2,15,300,0.0
1,2,15,350,0.0
1,2,15,400,0.0
1,2,15,450,0.0
1,2,15,500,0.0
1,2,15,550,0.0
1,2,15,600,0.0
1,2,15,650,0.0
1,2,15,700,0.0
1,2,15,750,0.0
1,2,15,800,0.0
1,2,15,850,0.0
1,2,15,900,0.0
1,2,15,950,0.0
1,2,15,1000,0.0
1,2,16,8,0.0
1,2,16,16,0.0
1,2,16,24,0.0
1,2,16,32,0.0
1,2,16,40,0.0
1,2,16,48,0.0
1,2,16,56,0.0
1,2,16,64,0.0
1,2,16,72,0.0
1,2,16,80,0.0
1,2,16,88,0.0
1,2,16,96,0.0
1,2,16,100,0.0
1,2,16,150,0.0
1,2,16,200,0.0
1,2,16,250,0.0
1,2,16,300,0.0
1,2,16,350,0.0
1,2,16,400,0.0
1,2,16,450,0.0
1,2,16,500,0.0
1,2,16,550,0.0
1,2,16,600,0.0
1,2,16,650,0.0
1,2,16,700,0.0
1,2,16,750,0.0
1,2,16,800,0.0
1,2,16,850,0.0
1,2,16,900,0.0
1,2,16,950,0.0
1,2,16,1000,0.0
1,2,17,8,0.0
1,2,17,16,0.0
1,2,17,24,0.0
1,2,17,32,0.0
1,2,17,40,0.0
1,2,17,48,0.0
1,2,17,56,0.0
1,2,17,64,0.0
1,2,17,72,0.0
1,2,17,80,0.0
1,2,17,88,0.0
1,2,17,96,0.0
1,2,17,100,0.0
1,2,17,150,0.0
