fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.4593232386504643,0.094876530279757,0.3333333333333333,0.583883572649851,0.0525482172406053,9.780819945259979e-10,7.331410069993644e-09,0.0031623555809413,0.8285584073547909,0.9999999999999912,3.515752916514653e-13,0.5275590551181104,0.1493212669683258,0.1008904721906372,0.2850877192982457,0.1911764705882352,0.1699108307959982,0.1100227886709084,0.1467048311214943,0.1831567790341462,0.2616686871633525,0.099028514009866,0.1090089653629271,0.1244778911748202,0.2641191763305975,0.2755173514194506,0.325627790936973,0.320628371060068,0.3947389812127482,0.2676551484914293,0.2773092099489917,0.2922985717108949,0.4014461287592581,0.672181646221645,0.0526315789473684,1.359338323022804e-07,0.0999999999999999,0.3571428571428571,0.8649480704908925,0.8653906527493254,0.9490413471332853,0.2465994822987769,0.6413679744521724,0.2667517969791571,0.2474249218692552,0.2595360217028823,0.2164678113304268,0.4992029411029307,0.1845485522737896,0.4598480139167294,0.2164678112956262,0.8096766888741618,0.2165206749073268,0.2821051023498789,4.5615551763473546e-08,0.3135009324391729,2.6873208991112284e-08,0.3005388277499451,2.2501743585822385e-08,0.4189712122727216,1e-12,0.2548845050428164,1e-12,1e-12,9.534147839841498e-05,1e-12,True
1,1,1,0.0,0.4208914039305224,0.0449550357850316,0.0,0.7189341385984926,0.0525482186160026,1.8195037885600517e-09,5.52493185564019e-09,0.0012764066580732,0.8305523846024546,0.9999999999999788,1.914763879042549e-13,0.346456692913386,0.1447963800904977,0.0678137469331598,0.1666666666666667,0.2549019607843138,0.0648451271719969,0.1425243407545091,0.2312307781318329,0.2803753549227395,0.3475072293851107,0.1299121128815106,0.2003174851420971,0.2570203850955967,0.3891855030327802,0.3463505434545466,0.4483320570030069,0.4643446376530095,0.5223881257535814,0.3384963758052878,0.4061716974369431,0.4514713793453476,0.5534262901874303,0.6056522649038925,0.0225563909774436,1.4518594933761244e-07,0.0735294117647058,0.5357142857142856,0.7252656726658471,0.7487787028460087,0.8360417889406017,0.4383555641625949,0.6416252113633639,0.2327098090815789,0.2799236071044477,0.3091763724642873,0.4502286188946867,0.5892836041886148,0.4293835532781577,0.5690845255020012,0.4502286189046784,0.816473461235125,0.220530119002728,0.2950695337462702,2.0787610986257277e-08,0.3057143019951859,2.034017851154637e-08,0.3280033818128169,1.2785981442351277e-08,0.2438426717947913,1e-12,0.7030356656784442,1e-12,1e-12,0.0003893929421959,1e-12,True
1,1,2,0.0,0.453176005267336,0.07464357456193,0.3333333333333333,0.5756378247828239,0.0525482156862673,2.502456460387708e-08,5.006754636397702e-09,3.4909052220831846e-05,0.8784097565705102,0.9999999999999908,7.521330910856467e-14,0.7165354330708662,0.1221719457013574,0.1649817827269462,0.3289473684210526,0.1323529411764705,0.2840909090909091,0.0912878771294613,0.1124731324416595,0.1884648002564826,0.2050622599891269,0.0812518013755128,0.0894406514161799,0.1792936532016501,0.1814914822436996,0.2766224326250059,0.3159925079351842,0.3519545401738632,0.3716669713909666,0.2634404665214197,0.27274966670771,0.3586744412179266,0.3493110260848286,0.6160356665265947,0.025062656641604,9.609917199867125e-08,0.0794117647058823,0.4285714285714286,0.8307710014144669,0.852239771148743,0.9451170283431316,0.2100678407781613,0.4942866384732836,0.2031204295827843,0.2085037758924466,0.2226096052784822,0.2871337721241372,0.5702943261540844,0.268337522217322,0.5175124483193502,0.2871337720747252,0.8500777662020942,0.2130539473682651,0.2784446149812877,1.2833833688264237e-08,0.2057382646030148,1.0164972244253256e-08,0.2428043183284013,1.584753210952301e-08,0.370126447884212,1e-12,0.0814170757782879,1e-12,1e-12,0.0001657622990112,1e-12,True
1,1,3,0.0,0.4226321562794428,0.0483841718791719,0.0,0.4377441953749385,0.0525482163357615,1.7881844773246535e-08,4.786967513455839e-09,6.525473441188975e-05,0.6965279431031294,0.999999999999988,3.6703912758306894e-13,0.8582677165354333,0.1266968325791855,0.1913396809994542,0.4035087719298246,0.1274509803921569,0.3630961568143233,0.1317105095629698,0.1739115990758431,0.1768342788874836,0.1986211556232988,0.1170546389290563,0.1288518282655053,0.1553964394863727,0.1904993171568525,0.3211727797455639,0.3808038842332986,0.3510266557811193,0.3771432926724613,0.3062331362503676,0.3190437950493981,0.3459454876977754,0.366582785230869,0.6434812149884024,0.0200501253132832,8.278642922374844e-08,0.0735294117647058,0.5,0.8475820256941196,0.9992799646156252,0.9885653053637492,0.0,0.5220658672497778,0.2077737000103729,0.2176427273268011,0.2381242167791524,0.337692735775441,0.5771958955899451,0.3138525267167111,0.512298778052697,0.3376927357991542,0.8856300981526906,0.117850558187016,0.1776956982103226,9.680970376100325e-09,0.2612608523446005,2.0082718039332982e-08,0.286675635548428,1.5122484778733045e-08,0.3101590246258185,1e-12,0.0484701040896408,1e-12,1e-12,0.0003979728560769,1e-12,True
1,1,4,0.0,0.5813832318398168,0.2030937593748073,0.6666666666666667,0.6698032707857899,0.0525482180630233,1.6850657780369872e-08,4.657599541958561e-09,6.938380358730362e-05,0.885813626014025,0.9999999999999816,2.337518167012771e-13,0.8110236220472443,0.1493212669683258,0.1558258812217592,0.3991228070175438,0.2156862745098039,0.2161654135338346,0.1335833022828633,0.1485745622330211,0.1579646210730618,0.1792561033247382,0.1227086289411788,0.1210434845167307,0.1461732376689123,0.1733820905135711,0.3468614791726127,0.3884474048788038,0.3724440131998328,0.4033677455691046,0.3407193443833635,0.3440966642113168,0.3793797664024724,0.4035870634012748,0.6957449045290487,0.012531328320802,5.0068308961187976e-08,0.0735294117647058,0.4285714285714286,0.868669412699244,0.9182412403880492,0.9792815194834992,0.2146416099242318,0.6254920601974029,0.1554498509995209,0.148150142896176,0.1731006409766293,0.168263622842182,0.5374782507326901,0.1365148430512557,0.503258282609274,0.1682636228200765,0.874642818293378,0.2278137595397598,0.3093773317375841,1.6067971770051743e-09,0.1101659492829671,1.1281679655119071e-08,0.2197873503210458,6.150751732343671e-09,0.2293979069401744,1e-12,0.1073197538765411,1e-12,1e-12,0.0014512135970536,1e-12,True
1,1,5,0.0,0.5018580838683296,0.1141354421671918,0.6666666666666667,0.6677322458083976,0.0525482173728706,1.1866359628255881e-09,4.656585173637764e-09,0.0016827359679338,0.9014300997419706,0.9999999999999866,2.379515727074963e-13,0.7165354330708662,0.1266968325791855,0.1597102030724446,0.355263157894737,0.107843137254902,0.3701488569909624,0.1071150674855569,0.133464736902835,0.1378309039023149,0.177639588163264,0.0961074980006965,0.1057935588090492,0.1233844977049945,0.1676820996980027,0.310953260037392,0.3591475032212223,0.3343709293868099,0.3795304358051473,0.2988643239879979,0.3110720386069815,0.3379633375197918,0.3698795165561199,0.6065378924457587,0.0050125313283208,3.708443801208928e-08,0.0382352941176471,0.3214285714285712,0.8299151404057274,0.8217479836222674,0.9294172015338572,0.4463213038141639,0.7074249783603301,0.1803401359237759,0.2145456592670402,0.232506097613856,0.1345755682111996,0.6256077310129011,0.097703181018996,0.58585717571977,0.1345755681979871,0.8757822276915013,0.1809370399865472,0.2360508353835097,8.290218771691747e-09,0.1419157708353318,9.16909279545564e-09,0.1943267077469376,9.76710628136636e-09,0.255834165517964,1e-12,0.4926220419548938,1e-12,1e-12,0.0005247467148771,1e-12,True
1,1,6,0.0,0.3938709690357276,0.0379289810598425,0.0,0.5334148060910878,0.052548218540432,3.712891601822759e-09,5.1441395811304645e-09,0.0005576450243371,0.7011380515568534,0.9999999999999712,2.603497750460249e-13,0.62992125984252,0.2217194570135747,0.082296079627634,0.4649122807017545,0.2156862745098039,0.2546138072453863,0.233722724801373,0.2401683887920383,0.246915960820194,0.2643466630822125,0.2067786953066143,0.1858099924680134,0.2300427476174016,0.2403134911779726,0.4058089430350275,0.427477284389587,0.3969080778919824,0.4116730767188372,0.3882564445608047,0.3636666405445207,0.3925734707141703,0.3867993110699763,0.7064440125603453,0.0325814536340852,5.98888498596999e-08,0.0999999999999999,0.5,0.9283462090423044,0.8086814138978555,0.8827754300111043,0.3602310794822391,0.461905438462811,0.2660664568333774,0.3127300224998057,0.3534649688302611,0.5668677665508952,0.5309004720840604,0.5366461079303364,0.4794563851705871,0.5668677665502659,0.8090067554233225,0.1850380948145145,0.2387310992068312,2.2722606490828006e-08,0.2793391665331686,3.2060403127260794e-08,0.321171291401624,2.105927010674781e-08,0.3721531342457131,1e-12,0.1366819392555235,1e-12,1e-12,0.0007090817620292,1e-12,True
1,1,7,0.0,0.3071848580742187,0.0093770800111758,0.3333333333333333,0.0681878364561396,0.0525482119403422,2.699723009436405e-09,8.449722586208645e-10,0.000135072021906,0.394228816935939,0.9999999999999428,1.7424975147205542e-13,0.7165354330708662,0.1131221719457014,0.1765792579668497,0.5614035087719299,0.2647058823529411,0.2532235828399967,0.0557648118717384,0.1460057612657529,0.1603313853588585,0.2220372749225774,0.0484141875070902,0.1372183500797575,0.1309885693527022,0.1877187848192627,0.2462995380404043,0.350316839455323,0.3294713686753761,0.3903817922804228,0.2244149441663731,0.3174108870920821,0.311741885180867,0.3481357211875486,0.6025020421215952,0.025062656641604,9.26866222604441e-08,0.0911764705882352,0.2142857142857142,0.7594229625759727,0.8050016274003537,0.9269658356106212,0.1652255594461849,0.2525084651178243,0.2683260605014258,0.2644191985172002,0.2756987539959681,0.2394798800801555,0.6001265302947494,0.2780697758235269,0.5740107260431512,0.2394798800358915,0.8241411561330567,0.1852298465925305,0.2403401123071281,2.5573001429366418e-08,0.2654994424547903,2.2251171570356312e-08,0.2358445576242367,1.3321399256696209e-08,0.3415646769689434,1e-12,0.2350214105717799,1e-12,1e-12,0.0005336952169439,1e-12,True
1,1,8,0.0,0.4867038985708625,0.1292711012313545,0.3333333333333333,0.5435268996886802,0.0525482152303909,8.42557553175469e-09,6.389669021882092e-09,0.0002766142743613,0.7382387606959749,0.9999999999999902,9.912205103055765e-14,0.8110236220472443,0.1538461538461538,0.1516000805270575,0.2850877192982457,0.1029411764705882,0.3082443871917556,0.1404907877480658,0.1993941820497321,0.1998542364196287,0.1810096502659082,0.1252687062247574,0.1649872965010217,0.1799552178326325,0.1643890204194794,0.3004076530226373,0.37145988237784,0.3288022040030718,0.309866037009288,0.2887445546359395,0.3301095123305244,0.3322881864444432,0.29720780354818,0.7024081622361813,0.0325814536340852,7.970299317176381e-08,0.0852941176470587,0.4285714285714286,0.8872458455759415,0.8330265032872051,0.9163204086054956,0.3899660386421232,0.5680952745622523,0.2408807082120021,0.264580291823596,0.2774337207940056,0.1991632887934523,0.598244801801892,0.1802624408987499,0.5695827559264788,0.1991632887533263,0.8453163182726802,0.16177673823652,0.2142900955535392,1.1409918676686821e-08,0.2312712659132323,1.1162872155244886e-08,0.2267392719501541,1.8383814206388737e-08,0.4344201083954511,1e-12,0.672651016672001,1e-12,1e-12,0.0001723968863559,1e-12,True
1,1,9,0.0,0.4911835356024897,0.0961293163887655,0.0,0.691752637463119,0.0525482177737475,1.4606289069218581e-08,6.8862325325163045e-09,0.0001508505959317,0.8226436326244111,0.9999999999999898,1.7023427891845618e-13,0.8425196850393702,0.1447963800904977,0.166549009110717,0.3157894736842105,0.1862745098039216,0.1950038945142984,0.1518382701296919,0.1946875826634893,0.1838750762947718,0.2184514666397738,0.1397910926346226,0.1626183160299087,0.1803810214692939,0.2070638658656556,0.349533981095862,0.4114357825927807,0.3735539934175311,0.4113459065931754,0.3454023803425615,0.3694713417923079,0.3896363173056781,0.4095003980981201,0.4889964828152793,0.012531328320802,1.759312372709761e-07,0.0470588235294117,0.5,0.7843237152044265,0.7565423969718745,0.9068044706789594,0.351505767210109,0.6915348693126404,0.2167722212561659,0.1892215149448697,0.2155135348774584,0.3541733310537178,0.6109240021064417,0.2797304366272714,0.5612431123190805,0.3541733310602992,0.8548488250684518,0.1785692194748736,0.2452266996270029,1.8541549857958286e-08,0.235757992676231,1.1530615721896348e-08,0.269600908962593,6.8139080680331986e-09,0.2547015958149654,1e-12,0.012075338033725,1e-12,1e-12,0.000120876448827,1e-12,True
