evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_ratio ps_squared loglikelihood mhl_norm mhl_sum x0 x1 x2 x3 x4
1 23484666.6468550004 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 3.528105 0.800314 1.957476 4.481786 3.735116
2 12922777.1611422747 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.954556 1.900177 -0.302714 -0.206438 0.821197
3 19148501.8249732554 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.288087 2.908547 1.522075 0.243350 0.887726
4 25000448.0013660081 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.667349 2.988158 -0.410317 0.626135 -1.708191
5 3383394.3847650960 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -5.000000 1.307237 1.728872 -1.484330 4.539509
6 12919152.5870416369 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -2.908731 0.091517 -0.374368 3.065558 2.938718
7 2314484.3016868057 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.309895 0.756325 -1.775571 -3.961593 -0.695824
8 9521309.4449918270 0.0000000000 1.0000000000 2.0000000000 0.0000000000 2.2360679775 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.312698 2.460581 2.404760 -0.774654 -0.604606
9 14302139.2782891002 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 1.674949 4.967818 1.560605 -5.000000 -0.644486
10 22672998.7992933057 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -3.812609 3.140471 -0.453059 0.217774 1.873232
11 4028456.8049981166 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -1.784818 1.038348 1.980866 -1.027333 2.581384
12 2658776.5601109220 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -2.998617 0.844323 -0.307047 -2.376046 1.452966
13 7603468.0080079688 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -2.689406 1.759944 2.604925 -0.036513 1.573538
14 24942098.8117381930 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -2.713850 3.642635 -0.522735 -0.272334 0.675078
15 4168521.0699213040 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -3.498565 -0.249084 -1.490931 -0.353352 1.197254
16 11675109.4283038713 0.0000000000 1.0000000000 1.9677506211 1.0000000000 2.1989084498 0.9805862617 1.9991465369 -0.2333144739 2.1614187152 -0.2522527794 0.9392173949 3.9965868761 -92.6385408822 7.7749468988 20.4015335144 -1.165809 2.896722 1.128442 -1.608849 0.691094
