fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,8,16,24,32,40,48,56,64,72,80,88,96,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
1,1,0,0.0,0.7653035809431503,0.458760701201308,0.0,0.9088985184295982,0.4222488177163149,9.288232936864723e-10,6.310488125637531e-09,0.0030932809562455,0.0,0.0002788331143734,0.0,0.0,0.0,0.2447817127055384,0.0,0.0,0.0,0.2307051710584087,0.3530033278012343,0.3530033278012343,0.3530033278012343,0.217134916873454,0.6216962783906861,0.6216962783906861,0.6216962783906861,0.206519609725406,0.7499999999999999,0.1137440758293838,5.105522485490743e-09,0.2245322245322245,0.4,0.9447432236625786,0.8036504664370021,0.9563741176615256,0.368992554702424,0.4312492787102588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.860448107913733e-09,0.637275428019846,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,1,0.0,0.4856777596811106,0.0204764886288898,1.0,0.4972976065630159,0.4222488194415442,2.6522073173552867e-10,2.937465521854056e-09,0.005478941204023,0.0,0.0001076382533606,0.0,0.0,0.0,0.5106080514850906,0.0,0.0,0.0,0.4902313200893899,0.7097866584251369,0.7097866584251369,0.7097866584251369,0.4882322947041299,0.8935281485293443,0.8935281485293443,0.8935281485293443,0.4777997647945461,0.5565735963827293,0.0663507109004738,6.255711979630293e-09,0.2349272349272349,0.6,0.6986751903268384,0.4937614081647798,0.8747624212316106,0.6368906300180724,0.3783815524656504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2360712885240383e-09,0.269875254211942,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,0.0,0.6948755574651233,0.2206097140082862,1.0,0.9295528784927232,0.4222488163236854,1.894762743845897e-09,2.682833014688821e-09,0.0006153442794788,0.0,0.0003484372135111,0.0,0.0,0.0,0.6154251880455607,0.0,0.0,0.0,0.5902414536643561,0.5390848715935501,0.5390848715935501,0.5390848715935501,0.5943827371748099,0.7798991717851345,0.7798991717851345,0.7798991717851345,0.5818043748588928,0.5565735963827291,0.0876777251184833,2.636321722765889e-09,0.2224532224532224,0.6,0.625362300933272,0.4434421937078476,0.4227399625458474,0.6647664721558806,0.5586239967585185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1056269042568183e-09,0.5005962731941942,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,0.0,0.485597003269222,0.1828710501621341,0.0,0.5012012360912385,0.4222488192928912,1.9306735229751353e-09,3.4731260099875673e-09,0.0007819010439781,0.0,0.0016688662049919,0.0,0.0,0.0,0.1867878732338967,0.0,0.0,0.0,0.1927267610938129,0.463536945169551,0.463536945169551,0.463536945169551,0.1637594208680582,0.8702695254918162,0.8702695254918162,0.8702695254918162,0.1859637648860005,0.6131471927654583,0.0829383886255924,2.569254266375918e-09,0.1663201663201662,0.4,0.8832485135109682,0.8986459149312886,0.9742601258148722,0.2065011249985278,0.1740548961395545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.605891086957545e-09,0.4728754574263423,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,0.0,0.6124644147018657,0.134630217757797,0.0,0.940084216606094,0.4222488161737716,5.598382885951738e-09,3.38525138814648e-09,0.0001831232973671,0.0,5.310524264516242e-05,0.0,0.0,0.0,0.2120135394894421,0.0,0.0,0.0,0.1894397958938627,0.1638282284680228,0.1638282284680228,0.1638282284680228,0.1728664705381136,0.383135315025469,0.383135315025469,0.383135315025469,0.1428916050047932,0.4999999999999999,0.0687203791469193,2.3811521151454603e-09,0.2099792099792099,0.4,0.7806034269050033,0.9984824671360566,0.999990370171022,0.0041182639788657,0.6728572956517682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795497464213106e-09,0.8555241319910412,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,5,0.0,0.6232628840886056,0.1854763588158943,0.0,0.9466971465306308,0.4222488154434025,1.806660442210098e-09,2.932764627500344e-09,0.0007121199845528,0.0,0.0008547905442426,0.0,0.0,0.0,0.4075412257853119,0.0,0.0,0.0,0.3719330161803748,0.8660412982766514,0.8660412982766514,0.8660412982766514,0.3914559584441924,0.8837074470761137,0.8837074470761137,0.8837074470761137,0.3623208305111801,0.5565735963827291,0.0805687203791468,4.6122178095401025e-09,0.2494802494802494,0.2,0.8066017159366645,0.5409477668402922,0.6331597772853417,0.6449485445537446,0.7043539574904198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.307230080650061e-09,0.1117573258409665,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,0.0,0.6419244688203944,0.1708493693557626,0.0,0.8084372507325704,0.4222488183188971,1.772593356916609e-09,1.901198543191568e-09,0.0004719209923608,0.0,6.974877126337915e-05,0.0,0.0,0.0,0.2510435609289476,0.0,0.0,0.0,0.2014822935726901,0.0,0.0,0.0,0.2073666133880198,0.0,0.0,0.0,0.1270314012161409,0.4999999999999999,0.0473933649289099,3.231275341121806e-09,0.2411642411642411,0.2,0.5529882010368097,0.8903200054499725,0.9752707764287416,0.128042962473343,0.429509190602066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0636148574765427e-09,1.0,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,7,0.0,0.3995602552655796,0.2050540356441554,0.0,0.9571854209467822,0.422248812029877,4.519794611863558e-12,7.242956557255967e-10,0.0559927099356839,0.0,7.491341052737573e-05,0.0,0.0,0.0,0.3581544904409104,0.0,0.0,0.0,0.3174404390463187,0.4443733287506068,0.4443733287506068,0.4443733287506068,0.3365413571136644,0.5313590948200662,0.5313590948200662,0.5313590948200662,0.2958767177734885,0.6131471927654583,0.0379146919431278,2.0437888996449915e-09,0.2079002079002078,0.2,0.4909526285545288,0.7660308044698803,0.4188200055312658,0.2966314329660471,0.1449532184273751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668833203406044e-10,0.4495263890003551,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,8,0.0,0.757541799070022,0.442664731713202,0.0,0.991427403528081,0.4222488093534514,7.233471968982114e-10,6.750782023479878e-09,0.0042672476412769,0.0,0.0002865358720174,0.0,0.0,0.0,0.1937037018837875,0.0,0.0,0.0,0.1966695365627854,0.3444501988767383,0.3444501988767383,0.3444501988767383,0.1637540025940543,0.7666379991456789,0.7666379991456789,0.7666379991456789,0.1816228766409752,0.6131471927654585,0.0971563981042654,2.7033891791558603e-09,0.2702702702702703,0.4,0.8219276953751764,0.5913318258815203,0.7618533771603264,0.5519811237066541,0.3049812518727796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916982634656246e-09,0.7845911264380261,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,9,0.0,0.5300279953723804,0.0621139017018868,1.0,0.9580296467794154,0.4222488170451635,5.746522916365831e-09,6.538462832237848e-09,0.0004172900468195,0.0,0.0004657125997214,0.0,0.0,0.0,0.1661884775332259,0.0,0.0,0.0,0.155138020848622,0.362925994213306,0.362925994213306,0.362925994213306,0.1364147349253224,0.6150084151252999,0.6150084151252999,0.6150084151252999,0.1251047205431119,0.3065735963827292,0.0876777251184833,1.543561952705823e-09,0.2536382536382536,0.4,0.7105329160208396,0.6067993401691281,0.7744146707982369,0.4103088130853971,0.8347299799634555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585998703960653e-09,0.5258141313715949,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
