fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,0,0.0,0.2961782185774948,0.0528989852377482,0.6153846153846154,0.8595307652202565,2.554845012620573e-06,1.580698441666304e-09,1.7810816028373113e-08,0.0017867240085898,0.9545134411654104,0.9999999999999972,2.583406304498956e-12,1.0,0.2180232558139535,0.0681089743589743,0.0919876098350492,0.486404833836858,0.0397286821705425,0.24743688380382,0.6881258941344778,0.0435308343409915,0.46015630876818,3.8780649835822165e-06,5.299144658898844e-06,9.149968923600815e-06,5.800399081586461e-05,2.927034684332443e-07,4.905246782450519e-07,9.329297323704376e-07,8.26374410865506e-06,0.4650584003206283,0.4700477292496383,0.5032904215877992,0.6081227129479168,0.5416245480607402,0.5403632417573769,0.5747147553892891,0.6731357710004872,0.3579290770081482,0.0244648318042814,8.277856966198454e-09,0.1666666666666666,0.6694490818030052,0.9069892412511108,0.9346878007379802,0.9327565118003988,0.0113138269362369,0.518956422436925,8.857823210442107e-05,0.003639718647688,0.0125374413937972,0.2633439772229629,0.6252252216468572,0.0053660889990717,0.4993249360568855,1.0,2.8384232949851625e-13,4.616148673243439e-13,6.20579758198231e-14,2.4633203939887496e-05,1.18794731549825e-13,2.9759435720222297e-05,1.0544925087160183e-13,2.4002843761235172e-05,1e-12,0.037037037038,1e-12,1e-12,0.037037037038,1e-12,True
1,1,1,0.0,0.2508429884863489,0.0231526861845954,0.6153846153846154,0.8185893623084968,2.554164357645388e-06,1.0211291623494126e-08,1.8029272816276148e-08,0.000255124374777,0.9448089126042865,0.999999999999997,2.58934105439642e-12,0.9999999999999998,0.2296511627906977,0.0729166666666666,0.0909273950794012,0.5090634441087613,0.0329457364341084,0.2966449704050614,0.6537911301859799,0.0447400241837969,0.4307743632723315,2.6238844256829044e-06,3.690673439677647e-06,6.277760159095025e-06,4.543740801247981e-05,1.6679850656689524e-07,2.884728444172548e-07,5.397022309500883e-07,4.79854736936353e-06,0.4515254153693683,0.4563694996250422,0.4886444299536506,0.5904123800218121,0.5371322283240307,0.5358813312948274,0.5699475351558421,0.6675481741031858,0.3037025605968484,0.0214067278287462,2.7128978003724643e-09,0.1666666666666666,0.6727879799666112,0.8891032683677151,0.9408419140479164,0.9323138556420716,0.0090676548115867,0.5390712411168632,6.82090228207627e-05,0.0041522801361958,0.0145367377148576,0.1871537014967685,0.5237303351986969,0.0038622560942403,0.4959151189035657,1.0,2.9534175409798385e-13,4.813511603942987e-13,6.32586033181615e-14,1.645542363532409e-05,6.462049722396386e-14,2.0167836998272142e-05,1.0160560578890109e-13,1.877241748009275e-05,1e-12,0.037037037038,1e-12,1e-12,0.037037037038,1e-12,True
1,1,2,0.0,0.2626110071763772,0.0312047641845424,0.6923076923076923,0.6808644163019686,2.548247280087571e-06,1.3451089056038018e-08,1.3544656567731796e-08,0.0001359524006027,0.9509532908110196,0.999999999999996,1.5896836459499376e-12,0.9999999999999992,0.190406976744186,0.0560897435897435,0.0960514396835366,0.4637462235649547,0.0426356589147286,0.2243235521210699,0.5722460658082975,0.0519951632406288,0.3438527745137795,7.041826023186555e-06,9.99928876563594e-06,1.578758776075536e-05,0.000114577047589,5.251160908504437e-07,8.979388634500921e-07,1.5650960118014142e-06,1.5753776703126064e-05,0.4650953111397747,0.4700857974731213,0.5033319774530794,0.6081900775587336,0.5414398269944504,0.5401795094426317,0.5745200442907743,0.6729212158954049,0.3546398459811426,0.0091743119266055,1.960163474319128e-08,0.1638888888888888,0.7362270450751254,0.9444308327832864,0.9585887628812388,0.9588110665491812,0.0098373193255292,0.4254433994833949,0.0001963489737919,0.0053104111601389,0.0168375554688069,0.4530672288682644,0.6257708516018095,0.0107467980325879,0.5006218153387714,1.0,2.473968052866735e-13,3.9305715594003074e-13,3.578149048325663e-13,4.8126825768160136e-05,5.451102965977179e-13,5.982273652709754e-05,5.224607801405778e-13,4.666277989546402e-05,1e-12,0.0555555555565,1e-12,1e-12,0.0555555555565,1e-12,True
1,1,3,0.0,0.2478518680268822,0.0219568173178883,0.3846153846153846,0.6766387918795638,2.5482704190014283e-06,1.2060356061134071e-08,1.4746810973524156e-08,0.0001701683069427,0.9041678651418924,0.9999999999999972,1.8903721717454048e-12,1.0,0.193313953488372,0.0697115384615384,0.0801495377740912,0.4818731117824775,0.0300387596899224,0.3013938486747721,0.6695278969957081,0.0532043530834341,0.3921413001045344,2.5568194004891923e-06,3.704212794727074e-06,6.59259149748923e-06,4.8803596823133246e-05,2.634506929362091e-07,4.721855278756985e-07,8.999110018810577e-07,8.762236376635218e-06,0.4599850516624929,0.4649198927120584,0.4977995753052793,0.6014823965443852,0.5444844524469472,0.5432164526891956,0.577748926868823,0.6766883639177521,0.3416910105829716,0.0061162079510703,3.495775574363271e-09,0.1499999999999999,0.6828046744574292,0.9034811589798152,0.959461923550676,0.9587496469372924,0.0099214453073494,0.5231210521917022,6.0992631578365095e-05,0.003093847854123,0.0111339598198675,0.4139503207937456,0.3560438320762692,0.0097392419162657,0.4872665007765198,1.0,2.919308366025827e-13,4.586361399621796e-13,2.9426038524332153e-14,1.3039569509513369e-05,3.746306342185564e-14,1.654349527824746e-05,5.66066812607936e-14,1.6657306806284595e-05,1e-12,0.0185185185195,1e-12,1e-12,0.0185185185195,1e-12,True
1,1,4,0.0,0.2814374567644406,0.0409512053105233,0.4615384615384616,0.8503009296036722,2.556355066041633e-06,9.414951801273812e-09,1.4706557812461602e-08,0.0002256347061936,0.9669239746592424,0.9999999999999964,5.9696249967599495e-12,0.9999999999999998,0.2209302325581394,0.0657051282051282,0.0962617192031081,0.4924471299093655,0.0368217054263565,0.2650594079600098,0.6409155937052934,0.0580411124546554,0.354103055575349,6.31521342178253e-06,9.013796981491138e-06,1.4397235404782643e-05,0.0001131612167898,4.5172904861422083e-07,8.04022987750124e-07,1.3634333883117557e-06,1.3257655225354468e-05,0.4693091898875417,0.4743447032894119,0.5078917952034789,0.6137025855910564,0.541647707158293,0.5403869158877744,0.5747401645553656,0.6731742233978584,0.3527475094187995,0.0152905198776758,8.708431497690723e-09,0.1833333333333331,0.7445742904841404,0.9730507653014602,0.9903851265551884,0.9900242922361358,0.006399175038494,0.5327540713570398,0.0001322697222132,0.0038307149020898,0.0126640224015079,0.2489692693479655,0.5371312081079467,0.0064931818147624,0.4977307886799628,1.0,2.7620691571045893e-13,4.443231887284184e-13,1.565396226753482e-13,3.285177380400761e-05,3.0305120698311295e-13,3.9807276669750674e-05,4.574069280727423e-13,3.978049993210247e-05,1e-12,0.2407407407415,1e-12,1e-12,0.2407407407415,1e-12,True
1,1,5,0.0,0.2575604460511987,0.0258896000031665,0.5384615384615385,0.8036148847278526,2.5535040272509463e-06,3.7148572849042885e-09,1.2871844509409268e-08,0.0005421003081751,0.9394823468279612,0.999999999999995,8.561285683069677e-13,1.0,0.2194767441860465,0.0584935897435896,0.1061809479587565,0.4939577039274925,0.0290697674418603,0.315517202706756,0.6666666666666667,0.0483675937122128,0.4167229544242091,2.1301837676870797e-06,2.98145767280337e-06,4.476974099874111e-06,3.6790280376381615e-05,1.9301036568015208e-07,3.320288871723143e-07,5.408823600059549e-07,6.100271648161308e-06,0.4722270883914627,0.4772930334425126,0.5110468578943732,0.6174957692635648,0.5444895249922924,0.5432213115249235,0.5777533682700616,0.6766905474583564,0.3416107078752133,0.0091743119266055,3.322932516398967e-09,0.1666666666666666,0.6894824707846414,0.8746004464281798,0.91062583793802,0.8915349708384213,0.010573728635809,0.5369318543403803,4.342221058075562e-05,0.0032916434596073,0.0113058401924597,0.4021376382557575,0.4982487188706649,0.0081423742352829,0.4952376994294876,1.0,2.798041109936723e-13,4.539179063631275e-13,1.1361788904172307e-14,9.688493635751022e-06,1.7216761939554594e-14,1.226730997808958e-05,2.865784419844389e-14,1.1278818812848682e-05,1e-12,0.0185185185195,1e-12,1e-12,0.0185185185195,1e-12,True
1,1,6,0.0,0.267266276809216,0.0313919910281712,0.4615384615384616,0.8635189881080825,2.5516573760445574e-06,2.105771415546632e-08,1.6910736442121794e-08,0.0001004254124699,0.9547824452011012,0.9999999999999956,2.3350517940528897e-12,1.0,0.1787790697674418,0.0665064102564102,0.0775630954506826,0.4546827794561934,0.0339147286821705,0.2618873536118956,0.6309012875536482,0.0471584038694074,0.4024055883108225,1.9495165867135507e-06,3.051845686183599e-06,5.642433804927731e-06,4.463253065824115e-05,1.8604019952036609e-07,3.464157160319153e-07,7.019645172084727e-07,7.112037767729848e-06,0.4710194493040597,0.4760725964522856,0.5097407101731457,0.6159186318956389,0.5447021701189039,0.5434335579847409,0.5779796391680456,0.6769564582353077,0.2931693053946984,0.0244648318042814,4.281851798652406e-09,0.1416666666666665,0.7378964941569284,0.9849282621215708,1.0000000000000009,0.9944168315185208,0.0035406600369704,0.4721783014153576,4.558613213759108e-05,0.0038587251731705,0.0128706931392115,0.3800145558346539,0.5468305715927156,0.0092982828709588,0.4954187345700112,1.0,2.677766891744423e-13,4.367070666592244e-13,1.5557770252157362e-14,9.343506591731883e-06,2.992908670021151e-14,1.2046353171018488e-05,4.8394433371147046e-14,1.2020985614830262e-05,1e-12,0.0185185185195,1e-12,1e-12,0.0185185185195,1e-12,True
1,1,7,0.0,0.2513659350854312,0.0251997561617075,0.4615384615384616,0.6869731141233943,2.5512785880889493e-06,1.5646077038402318e-08,2.0702010353609053e-08,0.0001821701407836,0.9135134916289728,0.9999999999999948,4.2771323236493386e-12,0.9999999999999992,0.2020348837209301,0.0825320512820512,0.0716512272828914,0.4818731117824775,0.0251937984496124,0.3402126955922531,0.6065808297567954,0.0471584038694074,0.3878455549751751,3.738220903376714e-06,5.175649209272788e-06,8.93349571250303e-06,5.6040950018061925e-05,2.052939913875887e-07,3.510033499126877e-07,6.575986206438044e-07,5.364861630302443e-06,0.4586365418762366,0.463557045866394,0.4963407968772121,0.5997199232900785,0.5356217624821845,0.5343745184078043,0.5683453509780099,0.6656729849455587,0.3163459295509963,0.018348623853211,7.479522515621812e-09,0.1777777777777776,0.6861435726210352,0.9113149782537048,0.9447519551462245,0.9615389759620214,0.0120170856467763,0.4804773253145626,8.961251649223714e-05,0.0031887480651405,0.0115495013552186,0.3737407899751469,0.5960525294457912,0.0080267398124444,0.4978336215389629,1.0,3.17535519598784e-13,5.197405099521032e-13,4.1551737512545346e-14,1.8953833584756664e-05,6.235585280591993e-14,2.37735553818062e-05,1.554657405645282e-13,2.510242365558986e-05,1e-12,0.0555555555565,1e-12,1e-12,0.0555555555565,1e-12,True
1,1,8,0.0,0.2891522086509218,0.0468114662925201,0.5384615384615385,0.686818095180108,2.5596371065840853e-06,2.060071294529093e-08,2.0902555853980344e-08,0.0001327233555405,0.9270706048569908,0.999999999999997,7.030061855730057e-13,1.0,0.2034883720930232,0.0721153846153845,0.0816694376302119,0.484894259818731,0.0377906976744186,0.2562752574575398,0.6838340486409156,0.0532043530834341,0.4000369064170637,5.897411134521429e-06,8.32200417638633e-06,1.3609435422015697e-05,8.782596595327399e-05,5.791598647120453e-07,1.0338951635999493e-06,1.8039203488556391e-06,1.6127829478133613e-05,0.4679399245795326,0.4729606291027063,0.5064098680380819,0.6119022525855459,0.5450937337540737,0.5438248524553799,0.5783967111337056,0.677454760030662,0.3208026072530672,0.0152905198776758,1.241921352701782e-08,0.1555555555555554,0.7495826377295496,0.9219822861426604,0.9623551511590192,0.9677781711385692,0.0122323827887205,0.4825693282988614,0.0001387196080513,0.0029289247970344,0.0105173633848914,0.1954729009494667,0.5215590417806363,0.0035450803260476,0.4951051192771936,1.0,2.7715294889032375e-13,4.511927679586434e-13,8.849417014711975e-14,2.960626308670189e-05,2.6787406720278176e-13,3.972018744067946e-05,3.3526554396808634e-13,3.791478601391847e-05,1e-12,0.148148148149,1e-12,1e-12,0.148148148149,1e-12,True
1,1,9,0.0,0.2968439509997166,0.0516877479121791,0.6923076923076923,0.7413388509650858,2.553054344512416e-06,2.5243048409899893e-09,1.7102205236515378e-08,0.0010657283550961,0.934065101760614,0.9999999999999972,1.5254009518597634e-12,1.0,0.1947674418604651,0.0616987179487179,0.0901591757124265,0.4622356495468278,0.0436046511627906,0.2197755976110696,0.603719599427754,0.0483675937122128,0.3796662421307381,3.4282895224015035e-06,4.805373998376478e-06,8.007334595304039e-06,6.159034146300908e-05,3.28866379378453e-07,5.697688358467761e-07,1.0348489129262634e-06,1.006209456221086e-05,0.4701077753949804,0.4751512317658402,0.5087544197283596,0.6147307898827377,0.5448971757446305,0.5436282328543962,0.5781868886329199,0.6772025529963247,0.3674812672203984,0.0091743119266055,5.244688749495118e-09,0.1472222222222221,0.6994991652754594,0.9048124705103104,0.9485517641997748,0.9545890835757548,0.007531755331704,0.4867941293807104,7.620037708178115e-05,0.004226110591451,0.0148636849119835,0.3354804451878163,0.6608532567801154,0.0075379917525697,0.500178062647729,1.0,2.6414755205981245e-13,4.234271582697133e-13,3.7682263377305973e-14,1.8996268202092733e-05,6.18466244357488e-14,2.27182108306113e-05,1.118756064448136e-13,1.986671436894414e-05,1e-12,0.037037037038,1e-12,1e-12,0.037037037038,1e-12,True
